name,value,year,lastValue,rank,color
"Sporothrix",340.0,1969.0,312.0,74,"olivedrab"
"Acari",339.0,1969.0,301.0,75,"blueviolet"
"LCMV",322.0,1969.0,292.0,76,"lightskyblue"
"Orientia tsutsugamushi",307.0,1969.0,290.0,77,"salmon"
"DENV",297.0,1969.0,270.0,78,"lightskyblue"
"Erysipelothrix",268.0,1969.0,261.0,79,"salmon"
"Pediculus",241.0,1969.0,224.0,80,"blueviolet"
"Poxvirus",238.0,1969.0,209.0,81,"lightskyblue"
"Trichostrongyloidea",237.0,1969.0,173.0,82,"orange"
"Molluscum Contagiosum virus",233.0,1969.0,217.0,83,"lightskyblue"
"Babesia",232.0,1969.0,173.0,84,"gold"
"Paragonimus",226.0,1969.0,212.0,85,"orange"
"Eurotiomycetes",187.0,1969.0,178.0,86,"olivedrab"
"HPV",180.0,1969.0,153.0,87,"lightskyblue"
"Burkholderia",173.0,1969.0,145.0,88,"salmon"
"SLEV",160.0,1969.0,139.0,89,"lightskyblue"
"Haemophilus ducreyi",150.0,1969.0,144.0,90,"salmon"
"Tick",145.0,1969.0,114.0,91,"blueviolet"
"Staphylococcus aureus",137.0,1969.0,123.0,92,"salmon"
"Balantidium coli",136.0,1969.0,127.0,93,"gold"
"Fusobacterium",134.0,1969.0,125.0,94,"salmon"
"Phlebovirus",131.0,1969.0,128.0,95,"lightskyblue"
"Diphyllobothrium",126.0,1969.0,110.0,96,"orange"
"Hymenolepis",120.0,1969.0,100.0,97,"orange"
"Clonorchis",120.0,1969.0,104.0,98,"orange"
"HHV",110.0,1969.0,106.0,99,"lightskyblue"
"Guinea worm",109.0,1969.0,86.0,100,"orange"
"Rhinosporidium seeberi",102.0,1969.0,96.0,101,"olivedrab"
"Opisthorchis",99.0,1969.0,77.0,102,"orange"
"Dirofilaria",98.0,1969.0,69.0,103,"orange"
"Theileria",95.0,1969.0,78.0,104,"gold"
"Streptobacillus moniliformis or Spirillum minus",91.0,1969.0,89.0,105,"salmon"
"Coxsackievirus",86.0,1969.0,82.0,106,"lightskyblue"
"Nematodes",82.0,1969.0,67.0,107,"orange"
"Corynebacterium",78.0,1969.0,76.0,108,"salmon"
"Oesophagostomum",59.0,1969.0,38.0,109,"orange"
"Hypoderma",55.0,1969.0,38.0,110,"orange"
"Dicrocoelium",52.0,1969.0,46.0,111,"orange"
"Spirometra",47.0,1969.0,45.0,112,"orange"
"Geotrichum candidum",43.0,1969.0,39.0,113,"olivedrab"
"Sarcocystis",43.0,1969.0,41.0,114,"gold"
"Coltivirus",43.0,1969.0,41.0,115,"lightskyblue"
"Orf virus",38.0,1969.0,34.0,116,"lightskyblue"
"WNV",34.0,1969.0,29.0,117,"lightskyblue"
"Actinobacillus",19.0,1969.0,11.0,118,"salmon"
"Enoplida",14.0,1969.0,12.0,119,"orange"
"Moniezia expansa",10.0,1969.0,6.0,120,"orange"
"Bornavirus",6.0,1969.0,5.0,121,"lightskyblue"
"ZIKV",1.0,1969.0,0.0,122,"lightskyblue"
"Mycobacterium tuberculosis",42889.0,1970.0,41199.0,1,"salmon"
"Poliovirus",12095.0,1970.0,11924.0,2,"lightskyblue"
"HAV",9457.0,1970.0,8823.0,3,"lightskyblue"
"Plasmodium",7751.0,1970.0,7389.0,4,"gold"
"Streptococcus pyogenes",6339.0,1970.0,6035.0,5,"salmon"
"Salmonella enterica",6319.0,1970.0,6070.0,6,"salmon"
"Influenza virus",6168.0,1970.0,5778.0,7,"lightskyblue"
"Mycobacterium leprae",6016.0,1970.0,5730.0,8,"salmon"
"Clostridium",5756.0,1970.0,5472.0,9,"salmon"
"Schistosoma",4872.0,1970.0,4601.0,10,"orange"
"Brucella",4177.0,1970.0,3945.0,11,"salmon"
"Treponema",4084.0,1970.0,3931.0,12,"salmon"
"Echinococcus",3991.0,1970.0,3851.0,13,"orange"
"Toxoplasma",3759.0,1970.0,3577.0,14,"gold"
"Chlamydia",3738.0,1970.0,3614.0,15,"salmon"
"Candida",3429.0,1970.0,3123.0,16,"olivedrab"
"Entamoeba histolytica",3050.0,1970.0,2959.0,17,"gold"
"Leishmania",2988.0,1970.0,2894.0,18,"gold"
"Measles virus",2877.0,1970.0,2649.0,19,"lightskyblue"
"Leptospira",2874.0,1970.0,2737.0,20,"salmon"
"Trichomonas vaginalis",2781.0,1970.0,2634.0,21,"gold"
"Varicella Zoster virus",2750.0,1970.0,2598.0,22,"lightskyblue"
"Trypanosoma",2654.0,1970.0,2549.0,23,"gold"
"Shigella",2577.0,1970.0,2406.0,24,"salmon"
"Neisseria gonorrhoeae",2570.0,1970.0,2347.0,25,"salmon"
"Variola",2312.0,1970.0,2180.0,26,"lightskyblue"
"Rabies virus",2241.0,1970.0,2095.0,27,"lightskyblue"
"EBV",2155.0,1970.0,1990.0,28,"lightskyblue"
"Rickettsia",1971.0,1970.0,1928.0,29,"salmon"
"Ascaris",1926.0,1970.0,1768.0,30,"orange"
"Rubella",1833.0,1970.0,1515.0,31,"lightskyblue"
"Filarial worms",1718.0,1970.0,1631.0,32,"orange"
"Histoplasma capsulatum",1690.0,1970.0,1584.0,33,"olivedrab"
"Vibrio cholerae",1551.0,1970.0,1357.0,34,"salmon"
"Mumps virus",1436.0,1970.0,1345.0,35,"lightskyblue"
"Coxiella burnetii",1315.0,1970.0,1274.0,36,"salmon"
"Actinomyces",1282.0,1970.0,1229.0,37,"olivedrab"
"Yersinia pestis",1267.0,1970.0,1209.0,38,"salmon"
"Trypanosoma cruzi",1260.0,1970.0,1178.0,39,"gold"
"Trichinella",1178.0,1970.0,1076.0,40,"orange"
"Aspergillus",1139.0,1970.0,996.0,41,"olivedrab"
"HSV",1095.0,1970.0,986.0,42,"lightskyblue"
"Vaccinia virus",1059.0,1970.0,1006.0,43,"lightskyblue"
"Trichophyton",1050.0,1970.0,998.0,44,"olivedrab"
"Cryptococcus",1040.0,1970.0,960.0,45,"olivedrab"
"Blastomyces dermatitidis",995.0,1970.0,939.0,46,"olivedrab"
"Listeria monocytogenes",971.0,1970.0,897.0,47,"salmon"
"YFV",805.0,1970.0,769.0,48,"lightskyblue"
"Giardia lamblia",794.0,1970.0,752.0,49,"gold"
"HBV",792.0,1970.0,553.0,50,"lightskyblue"
"Ancylostoma",786.0,1970.0,747.0,51,"orange"
"Newcastle disease virus",781.0,1970.0,741.0,52,"lightskyblue"
"Protozoan",765.0,1970.0,697.0,53,"gold"
"Coccidioides",761.0,1970.0,712.0,54,"olivedrab"
"Enterobius vermicularis",759.0,1970.0,723.0,55,"orange"
"Pasteurella",745.0,1970.0,656.0,56,"salmon"
"Bacillus anthracis",718.0,1970.0,676.0,57,"salmon"
"Taenia solium.",707.0,1970.0,662.0,58,"orange"
"Coccidia",670.0,1970.0,562.0,59,"gold"
"Klebsiella",657.0,1970.0,627.0,60,"salmon"
"Bartonella",641.0,1970.0,622.0,61,"salmon"
"Pneumocystis jirovecii",631.0,1970.0,572.0,62,"olivedrab"
"Japanese encephalitis virus",609.0,1970.0,575.0,63,"lightskyblue"
"Strongyloides",599.0,1970.0,534.0,64,"orange"
"Onchocerca",589.0,1970.0,559.0,65,"orange"
"TBEV",532.0,1970.0,493.0,66,"lightskyblue"
"Nocardial",517.0,1970.0,466.0,67,"salmon"
"Fasciola",515.0,1970.0,436.0,68,"orange"
"Trichuris trichiura",488.0,1970.0,442.0,69,"orange"
"Fly larva",486.0,1970.0,448.0,70,"blueviolet"
"Sarcoptes scabiei",429.0,1970.0,390.0,71,"blueviolet"
"Actinomycetoma",424.0,1970.0,394.0,72,"salmon"
"Borrelia",401.0,1970.0,394.0,73,"salmon"
"Acari",391.0,1970.0,339.0,74,"blueviolet"
"Sporothrix",364.0,1970.0,340.0,75,"olivedrab"
"LCMV",348.0,1970.0,322.0,76,"lightskyblue"
"DENV",329.0,1970.0,297.0,77,"lightskyblue"
"Orientia tsutsugamushi",314.0,1970.0,307.0,78,"salmon"
"Trichostrongyloidea",289.0,1970.0,237.0,79,"orange"
"Babesia",284.0,1970.0,232.0,80,"gold"
"Erysipelothrix",273.0,1970.0,268.0,81,"salmon"
"Poxvirus",260.0,1970.0,238.0,82,"lightskyblue"
"Pediculus",259.0,1970.0,241.0,83,"blueviolet"
"Molluscum Contagiosum virus",246.0,1970.0,233.0,84,"lightskyblue"
"Paragonimus",236.0,1970.0,226.0,85,"orange"
"Eurotiomycetes",201.0,1970.0,187.0,86,"olivedrab"
"HPV",196.0,1970.0,180.0,87,"lightskyblue"
"Burkholderia",187.0,1970.0,173.0,88,"salmon"
"SLEV",174.0,1970.0,160.0,89,"lightskyblue"
"Tick",172.0,1970.0,145.0,90,"blueviolet"
"Haemophilus ducreyi",155.0,1970.0,150.0,91,"salmon"
"Staphylococcus aureus",154.0,1970.0,137.0,92,"salmon"
"Hymenolepis",151.0,1970.0,120.0,93,"orange"
"Balantidium coli",146.0,1970.0,136.0,94,"gold"
"Phlebovirus",142.0,1970.0,131.0,95,"lightskyblue"
"Diphyllobothrium",140.0,1970.0,126.0,96,"orange"
"Fusobacterium",136.0,1970.0,134.0,97,"salmon"
"Clonorchis",127.0,1970.0,120.0,98,"orange"
"Dirofilaria",127.0,1970.0,98.0,99,"orange"
"Guinea worm",123.0,1970.0,109.0,100,"orange"
"Opisthorchis",120.0,1970.0,99.0,101,"orange"
"Theileria",113.0,1970.0,95.0,102,"gold"
"HHV",112.0,1970.0,110.0,103,"lightskyblue"
"Rhinosporidium seeberi",108.0,1970.0,102.0,104,"olivedrab"
"Nematodes",93.0,1970.0,82.0,105,"orange"
"Streptobacillus moniliformis or Spirillum minus",93.0,1970.0,91.0,106,"salmon"
"Coxsackievirus",87.0,1970.0,86.0,107,"lightskyblue"
"Corynebacterium",79.0,1970.0,78.0,108,"salmon"
"Oesophagostomum",71.0,1970.0,59.0,109,"orange"
"Hypoderma",71.0,1970.0,55.0,110,"orange"
"Dicrocoelium",56.0,1970.0,52.0,111,"orange"
"Spirometra",49.0,1970.0,47.0,112,"orange"
"Sarcocystis",47.0,1970.0,43.0,113,"gold"
"Geotrichum candidum",45.0,1970.0,43.0,114,"olivedrab"
"Orf virus",45.0,1970.0,38.0,115,"lightskyblue"
"WNV",39.0,1970.0,34.0,116,"lightskyblue"
"Actinobacillus",24.0,1970.0,19.0,117,"salmon"
"LIV",19.0,1970.0,16.0,118,"lightskyblue"
"JCV",16.0,1970.0,14.0,119,"lightskyblue"
"Enoplida",16.0,1970.0,14.0,120,"orange"
"Moniezia expansa",12.0,1970.0,10.0,121,"orange"
"HRSV",10.0,1970.0,9.0,122,"lightskyblue"
"Anaplasmataceae",10.0,1970.0,9.0,123,"salmon"
"Bordetella",8.0,1970.0,7.0,124,"salmon"
"Bornavirus",7.0,1970.0,6.0,125,"lightskyblue"
"Haemonchus",3.0,1970.0,1.0,126,"orange"
"Microsporidia",2.0,1970.0,1.0,127,"olivedrab"
"Lassa virus",1.0,1970.0,0.0,128,"lightskyblue"
"Mycobacterium tuberculosis",44611.0,1971.0,42889.0,1,"salmon"
"Poliovirus",12257.0,1971.0,12095.0,2,"lightskyblue"
"HAV",10201.0,1971.0,9457.0,3,"lightskyblue"
"Plasmodium",8177.0,1971.0,7751.0,4,"gold"
"Streptococcus pyogenes",6637.0,1971.0,6339.0,5,"salmon"
"Salmonella enterica",6524.0,1971.0,6319.0,6,"salmon"
"Influenza virus",6510.0,1971.0,6168.0,7,"lightskyblue"
"Mycobacterium leprae",6330.0,1971.0,6016.0,8,"salmon"
"Clostridium",6023.0,1971.0,5756.0,9,"salmon"
"Schistosoma",5141.0,1971.0,4872.0,10,"orange"
"Brucella",4359.0,1971.0,4177.0,11,"salmon"
"Treponema",4258.0,1971.0,4084.0,12,"salmon"
"Echinococcus",4136.0,1971.0,3991.0,13,"orange"
"Toxoplasma",3955.0,1971.0,3759.0,14,"gold"
"Chlamydia",3864.0,1971.0,3738.0,15,"salmon"
"Candida",3787.0,1971.0,3429.0,16,"olivedrab"
"Measles virus",3156.0,1971.0,2877.0,17,"lightskyblue"
"Entamoeba histolytica",3152.0,1971.0,3050.0,18,"gold"
"Leishmania",3104.0,1971.0,2988.0,19,"gold"
"Leptospira",2980.0,1971.0,2874.0,20,"salmon"
"Varicella Zoster virus",2908.0,1971.0,2750.0,21,"lightskyblue"
"Trichomonas vaginalis",2902.0,1971.0,2781.0,22,"gold"
"Neisseria gonorrhoeae",2845.0,1971.0,2570.0,23,"salmon"
"Trypanosoma",2765.0,1971.0,2654.0,24,"gold"
"Shigella",2727.0,1971.0,2577.0,25,"salmon"
"Variola",2461.0,1971.0,2312.0,26,"lightskyblue"
"Rabies virus",2364.0,1971.0,2241.0,27,"lightskyblue"
"EBV",2341.0,1971.0,2155.0,28,"lightskyblue"
"Rubella",2104.0,1971.0,1833.0,29,"lightskyblue"
"Ascaris",2094.0,1971.0,1926.0,30,"orange"
"Rickettsia",2012.0,1971.0,1971.0,31,"salmon"
"Filarial worms",1855.0,1971.0,1718.0,32,"orange"
"Vibrio cholerae",1806.0,1971.0,1551.0,33,"salmon"
"Histoplasma capsulatum",1780.0,1971.0,1690.0,34,"olivedrab"
"Mumps virus",1511.0,1971.0,1436.0,35,"lightskyblue"
"Coxiella burnetii",1361.0,1971.0,1315.0,36,"salmon"
"Trypanosoma cruzi",1349.0,1971.0,1260.0,37,"gold"
"Yersinia pestis",1328.0,1971.0,1267.0,38,"salmon"
"Actinomyces",1323.0,1971.0,1282.0,39,"olivedrab"
"Aspergillus",1292.0,1971.0,1139.0,40,"olivedrab"
"Trichinella",1265.0,1971.0,1178.0,41,"orange"
"HSV",1215.0,1971.0,1095.0,42,"lightskyblue"
"HBV",1119.0,1971.0,792.0,43,"lightskyblue"
"Cryptococcus",1112.0,1971.0,1040.0,44,"olivedrab"
"Vaccinia virus",1108.0,1971.0,1059.0,45,"lightskyblue"
"Trichophyton",1100.0,1971.0,1050.0,46,"olivedrab"
"Listeria monocytogenes",1048.0,1971.0,971.0,47,"salmon"
"Blastomyces dermatitidis",1044.0,1971.0,995.0,48,"olivedrab"
"Protozoan",861.0,1971.0,765.0,49,"gold"
"Pasteurella",851.0,1971.0,745.0,50,"salmon"
"Giardia lamblia",850.0,1971.0,794.0,51,"gold"
"YFV",843.0,1971.0,805.0,52,"lightskyblue"
"Newcastle disease virus",826.0,1971.0,781.0,53,"lightskyblue"
"Ancylostoma",820.0,1971.0,786.0,54,"orange"
"Coccidioides",805.0,1971.0,761.0,55,"olivedrab"
"Enterobius vermicularis",804.0,1971.0,759.0,56,"orange"
"Coccidia",786.0,1971.0,670.0,57,"gold"
"Taenia solium.",745.0,1971.0,707.0,58,"orange"
"Bacillus anthracis",742.0,1971.0,718.0,59,"salmon"
"Klebsiella",678.0,1971.0,657.0,60,"salmon"
"Pneumocystis jirovecii",678.0,1971.0,631.0,61,"olivedrab"
"Strongyloides",669.0,1971.0,599.0,62,"orange"
"Bartonella",658.0,1971.0,641.0,63,"salmon"
"Japanese encephalitis virus",632.0,1971.0,609.0,64,"lightskyblue"
"Onchocerca",628.0,1971.0,589.0,65,"orange"
"Fasciola",590.0,1971.0,515.0,66,"orange"
"TBEV",575.0,1971.0,532.0,67,"lightskyblue"
"Nocardial",558.0,1971.0,517.0,68,"salmon"
"Trichuris trichiura",535.0,1971.0,488.0,69,"orange"
"Fly larva",513.0,1971.0,486.0,70,"blueviolet"
"Sarcoptes scabiei",462.0,1971.0,429.0,71,"blueviolet"
"Acari",458.0,1971.0,391.0,72,"blueviolet"
"Actinomycetoma",443.0,1971.0,424.0,73,"salmon"
"Borrelia",410.0,1971.0,401.0,74,"salmon"
"Sporothrix",392.0,1971.0,364.0,75,"olivedrab"
"LCMV",380.0,1971.0,348.0,76,"lightskyblue"
"Trichostrongyloidea",364.0,1971.0,289.0,77,"orange"
"DENV",346.0,1971.0,329.0,78,"lightskyblue"
"Babesia",324.0,1971.0,284.0,79,"gold"
"Orientia tsutsugamushi",321.0,1971.0,314.0,80,"salmon"
"Poxvirus",295.0,1971.0,260.0,81,"lightskyblue"
"Pediculus",290.0,1971.0,259.0,82,"blueviolet"
"Erysipelothrix",275.0,1971.0,273.0,83,"salmon"
"Molluscum Contagiosum virus",257.0,1971.0,246.0,84,"lightskyblue"
"Paragonimus",240.0,1971.0,236.0,85,"orange"
"Tick",229.0,1971.0,172.0,86,"blueviolet"
"HPV",216.0,1971.0,196.0,87,"lightskyblue"
"Eurotiomycetes",215.0,1971.0,201.0,88,"olivedrab"
"Burkholderia",208.0,1971.0,187.0,89,"salmon"
"Hymenolepis",183.0,1971.0,151.0,90,"orange"
"SLEV",182.0,1971.0,174.0,91,"lightskyblue"
"Staphylococcus aureus",170.0,1971.0,154.0,92,"salmon"
"Haemophilus ducreyi",165.0,1971.0,155.0,93,"salmon"
"Dirofilaria",159.0,1971.0,127.0,94,"orange"
"Balantidium coli",154.0,1971.0,146.0,95,"gold"
"Diphyllobothrium",151.0,1971.0,140.0,96,"orange"
"Opisthorchis",150.0,1971.0,120.0,97,"orange"
"Phlebovirus",147.0,1971.0,142.0,98,"lightskyblue"
"Fusobacterium",143.0,1971.0,136.0,99,"salmon"
"Guinea worm",133.0,1971.0,123.0,100,"orange"
"Clonorchis",131.0,1971.0,127.0,101,"orange"
"Theileria",129.0,1971.0,113.0,102,"gold"
"HHV",118.0,1971.0,112.0,103,"lightskyblue"
"Rhinosporidium seeberi",115.0,1971.0,108.0,104,"olivedrab"
"Nematodes",104.0,1971.0,93.0,105,"orange"
"Streptobacillus moniliformis or Spirillum minus",96.0,1971.0,93.0,106,"salmon"
"Corynebacterium",93.0,1971.0,79.0,107,"salmon"
"Coxsackievirus",92.0,1971.0,87.0,108,"lightskyblue"
"Oesophagostomum",87.0,1971.0,71.0,109,"orange"
"Hypoderma",73.0,1971.0,71.0,110,"orange"
"Dicrocoelium",64.0,1971.0,56.0,111,"orange"
"Sarcocystis",54.0,1971.0,47.0,112,"gold"
"Geotrichum candidum",53.0,1971.0,45.0,113,"olivedrab"
"Orf virus",50.0,1971.0,45.0,114,"lightskyblue"
"Spirometra",50.0,1971.0,49.0,115,"orange"
"Coltivirus",45.0,1971.0,43.0,116,"lightskyblue"
"WNV",41.0,1971.0,39.0,117,"lightskyblue"
"JCV",29.0,1971.0,16.0,118,"lightskyblue"
"LIV",29.0,1971.0,19.0,119,"lightskyblue"
"Actinobacillus",27.0,1971.0,24.0,120,"salmon"
"Moniezia expansa",22.0,1971.0,12.0,121,"orange"
"Bordetella",13.0,1971.0,8.0,122,"salmon"
"Bornavirus",8.0,1971.0,7.0,123,"lightskyblue"
"ZIKV",2.0,1971.0,1.0,124,"lightskyblue"
"Mycobacterium tuberculosis",46259.0,1972.0,44611.0,1,"salmon"
"Poliovirus",12397.0,1972.0,12257.0,2,"lightskyblue"
"HAV",10958.0,1972.0,10201.0,3,"lightskyblue"
"Plasmodium",8623.0,1972.0,8177.0,4,"gold"
"Streptococcus pyogenes",6866.0,1972.0,6637.0,5,"salmon"
"Influenza virus",6802.0,1972.0,6510.0,6,"lightskyblue"
"Salmonella enterica",6738.0,1972.0,6524.0,7,"salmon"
"Mycobacterium leprae",6615.0,1972.0,6330.0,8,"salmon"
"Clostridium",6288.0,1972.0,6023.0,9,"salmon"
"Schistosoma",5461.0,1972.0,5141.0,10,"orange"
"Brucella",4552.0,1972.0,4359.0,11,"salmon"
"Treponema",4410.0,1972.0,4258.0,12,"salmon"
"Echinococcus",4268.0,1972.0,4136.0,13,"orange"
"Toxoplasma",4188.0,1972.0,3955.0,14,"gold"
"Candida",4168.0,1972.0,3787.0,15,"olivedrab"
"Chlamydia",4001.0,1972.0,3864.0,16,"salmon"
"Measles virus",3446.0,1972.0,3156.0,17,"lightskyblue"
"Entamoeba histolytica",3271.0,1972.0,3152.0,18,"gold"
"Leishmania",3202.0,1972.0,3104.0,19,"gold"
"Neisseria gonorrhoeae",3127.0,1972.0,2845.0,20,"salmon"
"Leptospira",3090.0,1972.0,2980.0,21,"salmon"
"Varicella Zoster virus",3068.0,1972.0,2908.0,22,"lightskyblue"
"Trichomonas vaginalis",3046.0,1972.0,2902.0,23,"gold"
"Trypanosoma",2917.0,1972.0,2765.0,24,"gold"
"Shigella",2879.0,1972.0,2727.0,25,"salmon"
"Variola",2640.0,1972.0,2461.0,26,"lightskyblue"
"EBV",2523.0,1972.0,2341.0,27,"lightskyblue"
"Rabies virus",2503.0,1972.0,2364.0,28,"lightskyblue"
"Rubella",2352.0,1972.0,2104.0,29,"lightskyblue"
"Ascaris",2231.0,1972.0,2094.0,30,"orange"
"Rickettsia",2043.0,1972.0,2012.0,31,"salmon"
"Vibrio cholerae",2015.0,1972.0,1806.0,32,"salmon"
"Filarial worms",1956.0,1972.0,1855.0,33,"orange"
"Histoplasma capsulatum",1861.0,1972.0,1780.0,34,"olivedrab"
"Mumps virus",1587.0,1972.0,1511.0,35,"lightskyblue"
"HBV",1500.0,1972.0,1119.0,36,"lightskyblue"
"Trypanosoma cruzi",1443.0,1972.0,1349.0,37,"gold"
"Aspergillus",1408.0,1972.0,1292.0,38,"olivedrab"
"Coxiella burnetii",1393.0,1972.0,1361.0,39,"salmon"
"Yersinia pestis",1393.0,1972.0,1328.0,40,"salmon"
"Actinomyces",1387.0,1972.0,1323.0,41,"olivedrab"
"HSV",1350.0,1972.0,1215.0,42,"lightskyblue"
"Trichinella",1332.0,1972.0,1265.0,43,"orange"
"Cryptococcus",1188.0,1972.0,1112.0,44,"olivedrab"
"Vaccinia virus",1160.0,1972.0,1108.0,45,"lightskyblue"
"Trichophyton",1157.0,1972.0,1100.0,46,"olivedrab"
"Listeria monocytogenes",1129.0,1972.0,1048.0,47,"salmon"
"Blastomyces dermatitidis",1089.0,1972.0,1044.0,48,"olivedrab"
"Protozoan",963.0,1972.0,861.0,49,"gold"
"Pasteurella",950.0,1972.0,851.0,50,"salmon"
"Coccidia",905.0,1972.0,786.0,51,"gold"
"Giardia lamblia",902.0,1972.0,850.0,52,"gold"
"YFV",894.0,1972.0,843.0,53,"lightskyblue"
"Newcastle disease virus",869.0,1972.0,826.0,54,"lightskyblue"
"Ancylostoma",857.0,1972.0,820.0,55,"orange"
"Coccidioides",853.0,1972.0,805.0,56,"olivedrab"
"Enterobius vermicularis",841.0,1972.0,804.0,57,"orange"
"Taenia solium.",796.0,1972.0,745.0,58,"orange"
"Bacillus anthracis",766.0,1972.0,742.0,59,"salmon"
"Pneumocystis jirovecii",734.0,1972.0,678.0,60,"olivedrab"
"Strongyloides",716.0,1972.0,669.0,61,"orange"
"Klebsiella",706.0,1972.0,678.0,62,"salmon"
"Fasciola",672.0,1972.0,590.0,63,"orange"
"Onchocerca",670.0,1972.0,628.0,64,"orange"
"Bartonella",670.0,1972.0,658.0,65,"salmon"
"Japanese encephalitis virus",645.0,1972.0,632.0,66,"lightskyblue"
"TBEV",614.0,1972.0,575.0,67,"lightskyblue"
"Nocardial",604.0,1972.0,558.0,68,"salmon"
"Trichuris trichiura",594.0,1972.0,535.0,69,"orange"
"Fly larva",550.0,1972.0,513.0,70,"blueviolet"
"Acari",534.0,1972.0,458.0,71,"blueviolet"
"Sarcoptes scabiei",506.0,1972.0,462.0,72,"blueviolet"
"Actinomycetoma",485.0,1972.0,443.0,73,"salmon"
"Trichostrongyloidea",454.0,1972.0,364.0,74,"orange"
"Sporothrix",421.0,1972.0,392.0,75,"olivedrab"
"LCMV",417.0,1972.0,380.0,76,"lightskyblue"
"Borrelia",414.0,1972.0,410.0,77,"salmon"
"DENV",373.0,1972.0,346.0,78,"lightskyblue"
"Babesia",370.0,1972.0,324.0,79,"gold"
"Poxvirus",339.0,1972.0,295.0,80,"lightskyblue"
"Orientia tsutsugamushi",334.0,1972.0,321.0,81,"salmon"
"Pediculus",318.0,1972.0,290.0,82,"blueviolet"
"Erysipelothrix",277.0,1972.0,275.0,83,"salmon"
"Tick",271.0,1972.0,229.0,84,"blueviolet"
"Molluscum Contagiosum virus",271.0,1972.0,257.0,85,"lightskyblue"
"Paragonimus",254.0,1972.0,240.0,86,"orange"
"HPV",246.0,1972.0,216.0,87,"lightskyblue"
"Hymenolepis",236.0,1972.0,183.0,88,"orange"
"Eurotiomycetes",229.0,1972.0,215.0,89,"olivedrab"
"Burkholderia",219.0,1972.0,208.0,90,"salmon"
"Staphylococcus aureus",188.0,1972.0,170.0,91,"salmon"
"SLEV",185.0,1972.0,182.0,92,"lightskyblue"
"Dirofilaria",182.0,1972.0,159.0,93,"orange"
"Haemophilus ducreyi",176.0,1972.0,165.0,94,"salmon"
"Opisthorchis",174.0,1972.0,150.0,95,"orange"
"Balantidium coli",162.0,1972.0,154.0,96,"gold"
"Diphyllobothrium",160.0,1972.0,151.0,97,"orange"
"Phlebovirus",159.0,1972.0,147.0,98,"lightskyblue"
"Theileria",155.0,1972.0,129.0,99,"gold"
"Guinea worm",153.0,1972.0,133.0,100,"orange"
"Fusobacterium",150.0,1972.0,143.0,101,"salmon"
"Clonorchis",138.0,1972.0,131.0,102,"orange"
"Corynebacterium",120.0,1972.0,93.0,103,"salmon"
"HHV",120.0,1972.0,118.0,104,"lightskyblue"
"Rhinosporidium seeberi",119.0,1972.0,115.0,105,"olivedrab"
"Nematodes",117.0,1972.0,104.0,106,"orange"
"Oesophagostomum",108.0,1972.0,87.0,107,"orange"
"Streptobacillus moniliformis or Spirillum minus",97.0,1972.0,96.0,108,"salmon"
"Coxsackievirus",95.0,1972.0,92.0,109,"lightskyblue"
"Hypoderma",87.0,1972.0,73.0,110,"orange"
"Dicrocoelium",70.0,1972.0,64.0,111,"orange"
"Trichostrongylus",65.0,1972.0,64.0,112,"orange"
"Sarcocystis",64.0,1972.0,54.0,113,"gold"
"Spirometra",61.0,1972.0,50.0,114,"orange"
"Orf virus",57.0,1972.0,50.0,115,"lightskyblue"
"Geotrichum candidum",57.0,1972.0,53.0,116,"olivedrab"
"JCV",53.0,1972.0,29.0,117,"lightskyblue"
"Coltivirus",52.0,1972.0,45.0,118,"lightskyblue"
"WNV",44.0,1972.0,41.0,119,"lightskyblue"
"LIV",35.0,1972.0,29.0,120,"lightskyblue"
"Bordetella",31.0,1972.0,13.0,121,"salmon"
"Moniezia expansa",26.0,1972.0,22.0,122,"orange"
"Enoplida",19.0,1972.0,16.0,123,"orange"
"Bornavirus",14.0,1972.0,8.0,124,"lightskyblue"
"Ostertagia",9.0,1972.0,5.0,125,"orange"
"Haemonchus",6.0,1972.0,3.0,126,"orange"
"Mycobacterium tuberculosis",47946.0,1973.0,46259.0,1,"salmon"
"Poliovirus",12548.0,1973.0,12397.0,2,"lightskyblue"
"HAV",11660.0,1973.0,10958.0,3,"lightskyblue"
"Plasmodium",9028.0,1973.0,8623.0,4,"gold"
"Influenza virus",7153.0,1973.0,6802.0,5,"lightskyblue"
"Streptococcus pyogenes",7036.0,1973.0,6866.0,6,"salmon"
"Mycobacterium leprae",6923.0,1973.0,6615.0,7,"salmon"
"Salmonella enterica",6918.0,1973.0,6738.0,8,"salmon"
"Clostridium",6604.0,1973.0,6288.0,9,"salmon"
"Schistosoma",5754.0,1973.0,5461.0,10,"orange"
"Brucella",4730.0,1973.0,4552.0,11,"salmon"
"Candida",4606.0,1973.0,4168.0,12,"olivedrab"
"Treponema",4535.0,1973.0,4410.0,13,"salmon"
"Echinococcus",4401.0,1973.0,4268.0,14,"orange"
"Toxoplasma",4393.0,1973.0,4188.0,15,"gold"
"Chlamydia",4148.0,1973.0,4001.0,16,"salmon"
"Measles virus",3761.0,1973.0,3446.0,17,"lightskyblue"
"Neisseria gonorrhoeae",3502.0,1973.0,3127.0,18,"salmon"
"Entamoeba histolytica",3378.0,1973.0,3271.0,19,"gold"
"Leishmania",3305.0,1973.0,3202.0,20,"gold"
